Date,Open,High,Low,Close,Adj Close,Volume,compound,Count
2019-10-28,144.39999389648438,145.6699981689453,143.50999450683594,144.19000244140625,140.09732055664062,35280100.0,0.19924113636363636,461
2019-10-29,144.0800018310547,144.5,142.64999389648438,142.8300018310547,138.77589416503906,20589500.0,0.34090330188679224,439
2019-10-30,143.52000427246094,145.0,142.7899932861328,144.61000061035156,140.50538635253906,18496600.0,0.29684685990338133,426
2019-10-31,144.89999389648438,144.92999267578125,142.99000549316406,143.3699951171875,139.30059814453122,24605100.0,0.2820522935779814,463
2019-11-01,144.25999450683594,144.4199981689453,142.97000122070312,143.72000122070312,139.64068603515622,33128400.0,0.2599156321839078,454
2019-11-04,144.8300018310547,145.0,144.16000366210938,144.5500030517578,140.44711303710938,16912000.0,0.22264424778761058,477
2019-11-05,144.97000122070312,145.02000427246094,143.91000366210938,144.4600067138672,140.35968017578122,18250200.0,0.2728552272727267,454
2019-11-06,144.3699951171875,144.52000427246094,143.1999969482422,144.05999755859375,139.97100830078122,16575800.0,0.33790874439461865,479
2019-11-07,143.83999633789062,144.8800048828125,143.77000427246094,144.25999450683594,140.16534423828122,17786700.0,0.3141288888888886,469
2019-11-08,143.97999572753906,145.99000549316406,143.75999450683594,145.9600067138672,141.8170623779297,16732700.0,0.2717709832134287,441
2019-11-11,145.33999633789062,146.4199981689453,144.72999572753906,146.11000061035156,141.9628448486328,14362600.0,0.3409203703703698,454
2019-11-12,146.27999877929688,147.57000732421875,146.05999755859375,147.07000732421875,142.89559936523438,18641600.0,0.2492535962877028,446
2019-11-13,146.74000549316406,147.4600067138672,146.27999877929688,147.30999755859375,143.12872314453125,16919200.0,0.3018464285714281,437
2019-11-14,147.02000427246094,148.41000366210938,147.0,148.05999755859375,143.8574676513672,19729800.0,0.17765295508274223,433
2019-11-15,148.92999267578125,149.99000549316406,148.27000427246094,149.97000122070312,145.7132568359375,23485700.0,0.22044093959731512,457
2019-11-18,150.07000732421875,150.5500030517578,148.97999572753906,150.33999633789062,146.07275390625,21534000.0,0.22219727891156446,455
2019-11-19,150.8800048828125,151.3300018310547,150.1999969482422,150.38999938964844,146.12135314941406,23935700.0,0.2916275626423689,451
2019-11-20,150.30999755859375,150.83999633789062,148.4600067138672,149.6199951171875,145.86785888671875,25696800.0,0.2566935251798558,439
2019-11-21,149.39999389648438,149.8000030517578,148.5,149.47999572753906,145.73135375976562,18576100.0,0.2792959232613903,436
2019-11-22,150.07000732421875,150.3000030517578,148.82000732421875,149.58999633789062,145.838623046875,15901800.0,0.2700090047393362,444
2019-11-25,150.0,151.35000610351562,149.9199981689453,151.22999572753906,147.4375,22420900.0,0.2677595959595957,409
2019-11-26,151.36000061035156,152.4199981689453,151.32000732421875,152.02999877929688,148.21742248535156,24620100.0,0.19376773455377563,455
2019-11-27,152.3300018310547,152.5,151.52000427246094,152.32000732421875,148.50015258789062,15184400.0,0.22834629629629621,446
2019-11-28,,,,,,,0.21086587926509182,393
2019-11-29,152.10000610351562,152.3000030517578,151.27999877929688,151.3800048828125,147.58372497558594,11977300.0,0.26065378590078275,407
2019-12-02,151.80999755859375,151.8300018310547,148.32000732421875,149.5500030517578,145.7996063232422,27418400.0,0.2588731707317069,426
2019-12-03,147.49000549316406,149.42999267578125,146.64999389648438,149.30999755859375,145.56564331054688,24066000.0,0.32478995327102783,442
2019-12-04,150.13999938964844,150.17999267578125,149.1999969482422,149.85000610351562,146.09210205078125,17574700.0,0.22075483091787398,435
2019-12-05,150.0500030517578,150.32000732421875,149.47999572753906,149.92999267578125,146.1700897216797,17869100.0,0.25816025316455654,408
2019-12-06,150.99000549316406,151.8699951171875,150.27000427246094,151.75,147.9444580078125,16403500.0,0.24836079812206582,433
2019-12-09,151.07000732421875,152.2100067138672,150.91000366210938,151.36000061035156,147.56422424316406,16687400.0,0.2878904444444444,457
2019-12-10,151.2899932861328,151.88999938964844,150.75999450683594,151.1300048828125,147.34002685546875,16476100.0,0.2550534278959811,432
2019-12-11,151.5399932861328,151.8699951171875,150.3300018310547,151.6999969482422,147.8957061767578,18856600.0,0.23789252336448596,451
2019-12-12,151.64999389648438,153.44000244140625,151.02000427246094,153.24000549316406,149.39706420898438,24612100.0,0.228486651053864,448
2019-12-13,153.0,154.88999938964844,152.8300018310547,154.52999877929688,150.65475463867188,23845400.0,0.27854848484848427,448
2019-12-16,155.11000061035156,155.89999389648438,154.82000732421875,155.52999877929688,151.62965393066406,24144200.0,0.24808171296296283,445
2019-12-17,155.4499969482422,155.7100067138672,154.4499969482422,154.69000244140625,150.81069946289062,25425600.0,0.3271743875278394,463
2019-12-18,154.3000030517578,155.47999572753906,154.17999267578125,154.3699951171875,150.4987335205078,24129200.0,0.23422972972972939,455
2019-12-19,154.0,155.77000427246094,153.75,155.7100067138672,151.80514526367188,24958900.0,0.3136474770642201,447
2019-12-20,157.35000610351562,158.49000549316406,156.2899932861328,157.41000366210938,153.4625244140625,53477500.0,0.2646698067632846,430
2019-12-23,158.1199951171875,158.1199951171875,157.27000427246094,157.41000366210938,153.4625244140625,17718200.0,0.28055384615384604,451
2019-12-24,157.47999572753906,157.7100067138672,157.1199951171875,157.3800048828125,153.43325805664062,8989200.0,0.30795975903614436,435
2019-12-25,,,,,,,0.2834951742627342,392
2019-12-26,157.55999755859375,158.72999572753906,157.39999389648438,158.6699981689453,154.69088745117188,14520600.0,0.18601685649202718,450
2019-12-27,159.4499969482422,159.5500030517578,158.22000122070312,158.9600067138672,154.97364807128906,18412800.0,0.2329679723502302,442
2019-12-30,158.99000549316406,159.02000427246094,156.72999572753906,157.58999633789062,153.63800048828125,16348400.0,0.26594557522123874,465
2019-12-31,156.77000427246094,157.77000427246094,156.4499969482422,157.6999969482422,153.74522399902344,18369400.0,0.26013093681917193,473
2020-01-01,,,,,,,0.21584793187347914,431
2020-01-02,158.77999877929688,160.72999572753906,158.3300018310547,160.6199951171875,156.59201049804688,22622100.0,0.26358772321428564,455
2020-01-03,158.32000732421875,159.9499969482422,158.05999755859375,158.6199951171875,154.64215087890625,21116200.0,0.23361022727272687,450
2020-01-06,157.0800018310547,159.10000610351562,156.50999450683594,159.02999877929688,155.04188537597656,20813700.0,0.2633404977375559,453
2020-01-07,159.32000732421875,159.6699981689453,157.32000732421875,157.5800018310547,153.6282196044922,21634100.0,0.1481427419354838,386
2020-01-08,158.92999267578125,160.8000030517578,157.9499969482422,160.08999633789062,156.07528686523438,27746500.0,0.20269882352941174,444
