Date,Open,High,Low,Close,Adj Close,Volume,compound,Count
2019-10-28,21.836000442504886,22.7226676940918,21.50666618347168,21.84733390808105,21.84733390808105,283054500.0,0.032381623931624,476
2019-10-29,21.332666397094727,21.6200008392334,20.983333587646484,21.08133316040039,21.08133316040039,190264500.0,0.10573160083160084,486
2019-10-30,20.86666679382324,21.252666473388672,20.6646671295166,21.000667572021484,21.000667572021484,144627000.0,0.16955010660980774,479
2019-10-31,20.873332977294922,21.26666641235352,20.86666679382324,20.994667053222656,20.994667053222656,76005000.0,0.044233487297921474,440
2019-11-01,21.08799934387207,21.09866714477539,20.65333366394043,20.887332916259766,20.887332916259766,95758500.0,0.05746131078224102,482
2019-11-04,20.98666763305664,21.46266746520996,20.617332458496094,21.1646671295166,21.1646671295166,131805000.0,0.11085085470085443,477
2019-11-05,21.308000564575195,21.567333221435547,21.07466697692871,21.148000717163086,21.148000717163086,104151000.0,0.08940780590717282,480
2019-11-06,21.200000762939453,21.781333923339844,20.96666717529297,21.77199935913086,21.77199935913086,119113500.0,0.23233777292576435,473
2019-11-07,21.94266700744629,22.76666641235352,21.868000030517575,22.369333267211914,22.369333267211914,217009500.0,0.1574623157894736,482
2019-11-08,22.299999237060547,22.497333526611328,22.166667938232425,22.47599983215332,22.47599983215332,91038000.0,0.20437777777777758,474
2019-11-11,22.93000030517578,23.279333114624023,22.79999923706055,23.006000518798828,23.006000518798828,149800500.0,0.15366868250539947,480
2019-11-12,23.126667022705078,23.357999801635746,22.93600082397461,23.32866668701172,23.32866668701172,110391000.0,0.14661431718061693,472
2019-11-13,23.666667938232425,23.755332946777344,23.011999130249023,23.07399940490723,23.07399940490723,126301500.0,0.1635091324200911,472
2019-11-14,23.07399940490723,23.58933258056641,22.86066627502441,23.290000915527344,23.290000915527344,96973500.0,0.16247571115973722,476
2019-11-15,23.375999450683594,23.520000457763672,23.22400093078613,23.47800064086914,23.47800064086914,72135000.0,0.1193314345991559,481
2019-11-18,23.52799987792969,23.54333305358887,23.07333374023437,23.33266639709473,23.33266639709473,66006000.0,0.07849642105263156,483
2019-11-19,23.45000076293945,23.99933242797852,23.18666648864746,23.968000411987305,23.968000411987305,115872000.0,0.11425748898678426,486
2019-11-20,24.0,24.07999992370605,23.30466651916504,23.481332778930664,23.481332778930664,100876500.0,0.05041239130434776,478
2019-11-21,23.63400077819824,24.05599975585937,23.60000038146973,23.655332565307614,23.655332565307614,91650000.0,0.16338195652173887,485
2019-11-22,22.67733383178711,22.733333587646484,22.0,22.202667236328125,22.202667236328125,253059000.0,0.16946126914660808,471
2019-11-25,22.95466613769531,22.971332550048828,22.297332763671875,22.422666549682614,22.422666549682614,185092500.0,0.03909502164502166,477
2019-11-26,22.351333618164066,22.36666679382324,21.80666732788086,21.92799949645996,21.92799949645996,119211000.0,0.10658679245283012,487
2019-11-27,22.07466697692871,22.261999130249023,21.904666900634766,22.086000442504886,22.086000442504886,83334000.0,0.09821019522776568,470
2019-11-28,,,,,,,0.16522462203023733,476
2019-11-29,22.073999404907227,22.083999633789066,21.833332061767575,21.996000289916992,21.996000289916992,36984000.0,0.06437023554603856,480
2019-12-02,21.959999084472656,22.42533302307129,21.91266632080078,22.32466697692871,22.32466697692871,91117500.0,0.08642847682119208,476
2019-12-03,22.17466735839844,22.527332305908203,22.145999908447266,22.413333892822266,22.413333892822266,98605500.0,0.08834355179704016,478
2019-12-04,22.51666641235352,22.52400016784668,22.190000534057614,22.20199966430664,22.20199966430664,82995000.0,0.14952657952069698,472
2019-12-05,22.18866729736328,22.294666290283203,21.81666755676269,22.024667739868164,22.024667739868164,55869000.0,0.1392241150442478,479
2019-12-06,22.333332061767575,22.59066772460937,22.31800079345703,22.392667770385746,22.392667770385746,114186000.0,0.15668103837471764,475
2019-12-09,22.439332962036133,22.96333312988281,22.338666915893555,22.635332107543945,22.635332107543945,135346500.0,0.09531153039832273,484
2019-12-10,22.66399955749512,23.381999969482425,22.62066650390625,23.256000518798828,23.256000518798828,132424500.0,0.09849466666666669,460
2019-12-11,23.458667755126953,23.81266784667969,23.4060001373291,23.51333236694336,23.51333236694336,103467000.0,0.017277848101265838,486
