Date,Open,High,Low,Close,Adj Close,Volume,compound
2019-10-28,,,,,,,0.15459552238805968
2019-10-29,,,,,,,0.20755544871794854
2019-10-30,,,,,,,0.2451209302325579
2019-10-31,,,,,,,0.14599754601227
2019-11-01,,,,,,,0.2372564189189187
2019-11-04,,,,,,,0.2095959064327484
2019-11-05,,,,,,,0.20987180232558117
2019-11-06,,,,,,,0.21688475609756097
2019-11-07,,,,,,,0.21514874213836468
2019-11-08,,,,,,,0.1546419452887537
2019-11-11,,,,,,,0.21828741935483872
2019-11-12,,,,,,,0.14884857142857133
2019-11-13,,,,,,,0.1901917647058823
2019-11-14,,,,,,,0.18546184615384628
2019-11-15,,,,,,,0.16015783475783485
2019-11-18,,,,,,,0.12422132132132127
2019-11-19,,,,,,,0.227638080495356
2019-11-20,,,,,,,0.22792356321839077
2019-11-21,,,,,,,0.26206867469879486
2019-11-22,,,,,,,0.1671840624999999
2019-11-25,,,,,,,0.18654927953890457
2019-11-26,,,,,,,0.19839281250000004
2019-11-27,,,,,,,0.15041588235294093
2019-11-28,,,,,,,0.1748238095238095
2019-11-29,,,,,,,0.19620060790273533
2019-12-02,,,,,,,0.1819184713375795
2019-12-03,,,,,,,0.21300296052631568
2019-12-04,,,,,,,0.19434582043343634
2019-12-05,,,,,,,0.1932031791907513
2019-12-06,,,,,,,0.2276131868131867
2019-12-09,,,,,,,0.1786042424242423
2019-12-10,,,,,,,0.13424680134680128
2019-12-11,,,,,,,0.18313288135593214
2019-12-12,,,,,,,0.19652999999999973
2019-12-13,,,,,,,0.26953416149068327
2019-12-16,,,,,,,0.15561277955271569
2019-12-17,,,,,,,0.1632469325153375
2019-12-18,,,,,,,0.11493440233236148
2019-12-19,,,,,,,0.17082848297213615
2019-12-20,,,,,,,0.19880482315112535
2019-12-23,,,,,,,0.2351100278551533
2019-12-24,,,,,,,0.21848018292682903
2019-12-25,,,,,,,0.30292120343839535
2019-12-26,,,,,,,0.17853175675675664
2019-12-27,,,,,,,0.3187097178683383
2019-12-30,,,,,,,0.18267266666666662
2019-12-31,,,,,,,0.28741122112211187
2020-01-01,,,,,,,0.331278223495701
2020-01-02,,,,,,,0.18811003236245952
2020-01-03,,,,,,,0.160573786407767
2020-01-06,,,,,,,0.21132345679012352
2020-01-07,,,,,,,0.16892969187675086
2020-01-08,,,,,,,0.21599972222222222
2020-01-09,,,,,,,0.2557815028901735
2020-01-10,,,,,,,0.1834507894736842
2020-01-13,,,,,,,0.22053901734104042
2020-01-14,,,,,,,0.14870142045454546
2020-01-15,,,,,,,0.18493895348837186
2020-01-16,,,,,,,0.16832577903682716
2020-01-17,,,,,,,0.1918114613180515
2020-01-20,,,,,,,0.27393492957746457
2020-01-21,,,,,,,0.2547115044247786
2020-01-22,,,,,,,0.15425420054200528
2020-01-23,,,,,,,0.19385993485341996
2020-01-24,,,,,,,0.23270682492581604
2020-01-27,,,,,,,0.22933981762917927
2020-01-28,,,,,,,0.16375015576323979
2020-01-29,,,,,,,0.23474023323615156
2020-01-30,,,,,,,0.1747636904761904
2020-01-31,,,,,,,0.16792082111436937
2020-02-03,,,,,,,0.1762686900958466
2020-02-04,,,,,,,0.19007387387387398
2020-02-05,,,,,,,0.21278910614525107
2020-02-06,,,,,,,0.18413873626373606
2020-02-07,,,,,,,0.22892711864406756
2020-02-10,,,,,,,0.19578461538461533
2020-02-11,,,,,,,0.1735558746736292
2020-02-12,,,,,,,0.06692486338797816
2020-02-13,,,,,,,0.17636216931216922
2020-02-14,,,,,,,0.2166585635359116
2020-02-17,,,,,,,0.23893107344632764
2020-02-18,,,,,,,0.21743929712460036
2020-02-19,,,,,,,0.18874461152882166
2020-02-20,,,,,,,0.17258586666666673
2020-02-21,,,,,,,0.22501648044692735
2020-02-24,,,,,,,0.1633865229110511
2020-02-25,,,,,,,0.17932261904761898
2020-02-26,,,,,,,0.14281221122112195
2020-02-27,,,,,,,0.19812253521126758
2020-02-28,,,,,,,0.3112536458333329
2020-03-02,,,,,,,0.18709699453551887
2020-03-03,,,,,,,0.16403046153846146
2020-03-04,,,,,,,0.22796842105263138
2020-03-05,,,,,,,0.21733270777479877
2020-03-06,,,,,,,0.24057227138643056
2020-03-09,,,,,,,0.13050388059701484
2020-03-10,,,,,,,0.15174710982658957
2020-03-11,,,,,,,0.19312908011869417
2020-03-12,,,,,,,0.00921323943661977
2020-03-13,,,,,,,0.0927844311377246
2020-03-16,,,,,,,0.12428617886178868
2020-03-17,,,,,,,0.14793243243243231
2020-03-18,,,,,,,0.05249559228650144
2020-03-19,,,,,,,0.15853760445682433
2020-03-20,,,,,,,0.15190482954545462
2020-03-23,,,,,,,0.1572421364985163
2020-03-24,,,,,,,0.19169309309309326
2020-03-25,,,,,,,0.1972959537572254
2020-03-26,,,,,,,0.3466978260869569
2020-03-27,,,,,,,0.16790679886685547
2020-03-30,,,,,,,0.19226563380281692
2020-03-31,,,,,,,0.22556894409937867
2020-04-01,,,,,,,0.14651100323624586
2020-04-02,,,,,,,0.1825256064690027
2020-04-03,,,,,,,0.26281931216931215
2020-04-06,,,,,,,0.05359572649572645
2020-04-07,,,,,,,0.20856078431372535
2020-04-08,,,,,,,0.18396273291925455
2020-04-09,,,,,,,0.1645328859060402
2020-04-10,,,,,,,0.17295192878338259
2020-04-13,,,,,,,0.1678352071005915
2020-04-14,,,,,,,0.24035714285714294
2020-04-15,,,,,,,0.1386240579710143
2020-04-16,,,,,,,0.17347945619335345
2020-04-17,,,,,,,0.18938985074626857
2020-04-20,,,,,,,0.18154668587896242
2020-04-21,,,,,,,0.15067999999999995
2020-04-22,,,,,,,0.14909737704918014
2020-04-23,,,,,,,0.2169052795031055
2020-04-24,,,,,,,0.27574346504559216
2020-04-27,,,,,,,0.1568245901639345
2020-04-28,,,,,,,0.18859558823529415
2020-04-29,,,,,,,0.1467067484662577
2020-04-30,,,,,,,0.2029294642857141
2020-05-01,,,,,,,0.18029630872483215
2020-05-04,,,,,,,0.26161241610738195
2020-05-05,,,,,,,0.18433060606060594
2020-05-06,,,,,,,0.14759682080924852
2020-05-07,,,,,,,0.1115061764705882
2020-05-08,,,,,,,0.2150165217391301
2020-05-11,,,,,,,0.16921225806451617
2020-05-12,,,,,,,0.14685289855072456
2020-05-13,,,,,,,0.27107387096774177
2020-05-14,,,,,,,0.17816932907348218
2020-05-15,,,,,,,0.19408676923076917
2020-05-18,,,,,,,0.19477759197324418
2020-05-19,,,,,,,0.1275644067796608
2020-05-20,,,,,,,0.14330510510510516
2020-05-21,,,,,,,0.16835525525525513
2020-05-22,,,,,,,0.2457787974683543
2020-05-25,,,,,,,0.22122154882154876
2020-05-26,,,,,,,0.20091711409395974
2020-05-27,,,,,,,0.10813353293413167
2020-05-28,,,,,,,0.18821557632398755
2020-05-29,,,,,,,0.170576038338658
2020-06-01,,,,,,,0.10289910447761184
2020-06-02,,,,,,,0.15049161490683222
2020-06-03,,,,,,,0.1759447674418603
2020-06-04,,,,,,,0.14181889250814317
2020-06-05,,,,,,,0.4561786486486485
2020-06-08,,,,,,,0.2642911585365854
2020-06-09,,,,,,,0.20471039325842677
2020-06-10,,,,,,,0.1899216292134831
2020-06-11,,,,,,,0.2321285266457679
2020-06-12,,,,,,,0.26654986737400527
2020-06-15,,,,,,,0.16346142857142845
2020-06-16,,,,,,,0.15653213213213213
2020-06-17,,,,,,,0.1973822499999999
2020-06-18,,,,,,,0.17652392857142843
2020-06-19,,,,,,,0.18416047904191604
2020-06-22,,,,,,,0.20392765957446798
2020-06-23,,,,,,,0.2331524999999998
2020-06-24,,,,,,,0.16093456790123456
2020-06-25,,,,,,,0.15868148148148137
2020-06-26,,,,,,,0.204437037037037
2020-06-29,,,,,,,0.2846301538461538
2020-06-30,,,,,,,0.16602323232323238
2020-07-01,,,,,,,0.14811146496815286
2020-07-02,,,,,,,0.1491064935064935
2020-07-03,,,,,,,0.2194648083623694
2020-07-06,,,,,,,0.27662656249999973
2020-07-07,,,,,,,0.19045895522388062
2020-07-08,,,,,,,0.16392235772357722
2020-07-09,,,,,,,0.22144019933554787
2020-07-10,,,,,,,0.2317364261168384
2020-07-13,,,,,,,0.21153290322580634
2020-07-14,,,,,,,0.15644499999999986
2020-07-15,,,,,,,-0.059703478260869566
2020-07-16,,,,,,,0.13416084337349393
2020-07-17,,,,,,,0.19555157232704395
2020-07-20,,,,,,,0.17088520900321544
2020-07-21,,,,,,,0.174274492753623
2020-07-22,,,,,,,0.21382012012011983
2020-07-23,,,,,,,0.2132426829268291
2020-07-24,,,,,,,0.14777609561752994
2020-07-27,,,,,,,0.1640796238244512
2020-07-28,,,,,,,0.23240650887573946
2020-07-29,,,,,,,0.22221968253968233
2020-07-30,,,,,,,0.18190343642611684
2020-07-31,,,,,,,0.1470093247588424
2020-08-03,,,,,,,0.16053553459119496
2020-08-04,,,,,,,0.21943221476510047
2020-08-05,,,,,,,0.28287055214723894
2020-08-06,,,,,,,0.210235922330097
2020-08-07,,,,,,,0.20766379928315404
2020-08-10,,,,,,,0.13138006535947702
2020-08-11,,,,,,,0.13262848101265814
2020-08-12,,,,,,,0.1413977635782746
2020-08-13,,,,,,,0.1361855882352941
2020-08-14,,,,,,,0.33891456582633006
2020-08-17,,,,,,,0.1841603389830507
2020-08-18,,,,,,,0.11826096096096074
2020-08-19,,,,,,,0.17851415662650605
2020-08-20,,,,,,,0.21437777777777778
2020-08-21,,,,,,,0.13034591194968542
2020-08-24,,,,,,,0.23889786476868313
