Date,Open,High,Low,Close,Adj Close,Volume
2019-10-28,115.79000091552734,115.79000091552734,115.79000091552734,115.79000091552734,108.69869995117188,1000
2019-10-29,116.0,116.0,116.0,116.0,108.89583587646484,200
2019-10-30,115.62000274658203,115.62000274658203,114.69999694824219,114.69999694824219,107.67545318603516,300
2019-10-31,114.5999984741211,114.5999984741211,114.19999694824219,114.19999694824219,107.2060775756836,500
2019-11-01,117.27999877929688,117.37000274658203,117.27999877929688,117.37000274658203,110.18194580078125,2700
2019-11-04,118.69999694824219,118.69999694824219,118.5,118.5,111.24273681640625,900
2019-11-05,120.05999755859375,120.05999755859375,119.94999694824219,119.94999694824219,112.60392761230469,5000
2019-11-06,119.94999694824219,119.94999694824219,119.94999694824219,119.94999694824219,112.60392761230469,100
2019-11-07,124.69999694824219,125.25,123.75,123.75,116.17121124267578,4400
2019-11-08,124.19999694824219,124.19999694824219,124.19999694824219,124.19999694824219,116.5936508178711,200
2019-11-11,123.55000305175781,124.19999694824219,123.55000305175781,123.83999633789062,116.25569152832031,900
2019-11-12,125.5,127.25,125.5,127.25,119.45686340332031,1200
2019-11-13,127.25,127.25,127.25,127.25,119.45686340332031,100
2019-11-14,125.25,125.4000015258789,124.44999694824219,124.44999694824219,116.82833862304688,1700
2019-11-15,125.8499984741211,126.9800033569336,125.8499984741211,126.9800033569336,119.20339965820312,11800
2019-11-18,125.36000061035156,126.69999694824219,125.36000061035156,126.69999694824219,118.94054412841797,400
2019-11-19,126.30000305175781,126.30000305175781,125.6500015258789,125.6500015258789,117.9548568725586,400
2019-11-20,126.0,126.0,126.0,126.0,118.28341674804688,300
2019-11-21,126.0,126.0,126.0,126.0,118.28341674804688,0
2019-11-22,125.66000366210938,125.66000366210938,125.54000091552734,125.54000091552734,117.8515853881836,200
2019-11-25,127.4000015258789,127.4000015258789,127.4000015258789,127.4000015258789,119.5976791381836,200
2019-11-26,128.3000030517578,128.3000030517578,128.10000610351562,128.10000610351562,120.25480651855469,1400
2019-11-27,128.25,130.10000610351562,128.25,130.10000610351562,122.13232421875,900
