Date,Open,High,Low,Close,Adj Close,Volume
2019-10-28,128.6199951171875,130.0,128.50999450683594,129.17999267578125,119.4728775024414,7876300
2019-10-29,129.6999969482422,129.97000122070312,128.55999755859375,129.1199951171875,119.41738891601562,4506300
2019-10-30,133.3000030517578,133.52999877929688,131.72999572753906,132.83999633789062,122.85785675048828,9627600
2019-10-31,132.3800048828125,132.83999633789062,130.88999938964844,132.0399932861328,122.11796569824219,7686700
2019-11-01,132.0500030517578,133.0,131.13999938964844,131.1999969482422,121.3410873413086,5541800
2019-11-04,131.8000030517578,131.9499969482422,130.08999633789062,130.22999572753906,120.44397735595703,6140300
2019-11-05,130.52999877929688,131.47000122070312,129.67999267578125,130.4199981689453,120.61969757080078,6257300
2019-11-06,130.4199981689453,131.47999572753906,129.6999969482422,130.9600067138672,121.11914825439453,5450000
2019-11-07,131.72999572753906,132.3800048828125,131.00999450683594,131.42999267578125,121.55380249023438,5873700
2019-11-08,131.3000030517578,133.0399932861328,130.97000122070312,133.0,123.00582122802734,5003000
2019-11-11,132.27000427246094,132.52000427246094,131.3300018310547,131.97999572753906,122.06249237060547,4371400
2019-11-12,132.0,132.08999633789062,131.02000427246094,131.35000610351562,121.47982788085938,5228700
2019-11-13,131.0399932861328,131.49000549316406,130.72000122070312,131.27000427246094,121.40583038330078,5885400
2019-11-14,131.02999877929688,131.36000061035156,130.13999938964844,130.9600067138672,121.11914825439453,4217500
2019-11-15,131.25,134.97000122070312,130.77999877929688,134.94000244140625,124.80004119873047,10495100
2019-11-18,134.22000122070312,135.69000244140625,132.66000366210938,134.8300018310547,124.6983413696289,9291800
2019-11-19,135.0,135.19000244140625,134.2100067138672,134.82000732421875,124.6890640258789,5192200
2019-11-20,135.11000061035156,136.33999633789062,134.07000732421875,135.94000244140625,125.72491455078125,7594400
2019-11-21,135.94000244140625,136.85000610351562,135.0,136.44000244140625,126.18736267089844,6424900
2019-11-22,136.64999389648438,138.6300048828125,136.5,138.07000732421875,127.69486236572266,9235800
2019-11-25,137.05999755859375,137.64999389648438,136.24000549316406,137.17999267578125,127.75069427490234,6111900
2019-11-26,136.47000122070312,137.33999633789062,135.14999389648438,137.1699981689453,127.7414321899414,10636500
2019-11-27,137.16000366210938,138.25,136.89999389648438,137.75,128.2815704345703,5523000
2019-11-29,137.60000610351562,138.27000427246094,136.94000244140625,137.49000549316406,128.0394287109375,3278900
2019-12-02,137.72000122070312,137.85000610351562,136.85000610351562,137.36000061035156,127.91838073730469,4717100
2019-12-03,136.91000366210938,137.4499969482422,136.16000366210938,137.16000366210938,127.73212432861328,5741400
2019-12-04,138.5,139.74000549316406,138.0399932861328,139.3800048828125,129.79953002929688,7257300
2019-12-05,139.35000610351562,139.75,137.9499969482422,139.55999755859375,129.9671630859375,5472900
2019-12-06,139.4600067138672,141.5800018310547,139.4600067138672,140.3800048828125,130.73080444335938,6640400
2019-12-09,140.38999938964844,140.80999755859375,140.05999755859375,140.5,130.84254455566406,4241000
2019-12-10,140.8000030517578,141.0,139.91000366210938,139.99000549316406,130.3675537109375,5310300
2019-12-11,140.92999267578125,141.97999572753906,140.6300048828125,140.97999572753906,131.28953552246094,6631500
2019-12-12,141.32000732421875,142.05999755859375,140.72999572753906,141.33999633789062,131.6248016357422,5012400
2019-12-13,141.10000610351562,141.8000030517578,140.30999755859375,141.3800048828125,131.66204833984375,4257200
2019-12-16,141.72999572753906,142.85000610351562,141.49000549316406,141.7899932861328,132.04385375976562,5353100
2019-12-17,143.0,144.0500030517578,142.52000427246094,143.55999755859375,133.6922149658203,10722400
2019-12-18,143.72000122070312,143.8800048828125,142.74000549316406,143.19000244140625,133.3476104736328,7849200
2019-12-19,143.88999938964844,145.8800048828125,143.61000061035156,145.35000610351562,135.3591766357422,9414700
2019-12-20,146.8800048828125,147.83999633789062,144.8000030517578,146.05999755859375,136.02035522460938,14532800
2019-12-23,145.74000549316406,146.75999450683594,145.33999633789062,146.44000244140625,136.37425231933594,6558700
2019-12-24,146.0,146.00999450683594,145.25999450683594,145.92999267578125,135.8992919921875,4238900
2019-12-26,145.97000122070312,146.17999267578125,145.16000366210938,145.8300018310547,135.80613708496094,3019300
